entry_time,exit_time,break_duration,department
Unknown,,cfasew,Marketing
Unknown,18:12:49,,
10:17:05,18:21:12,cfasew,
10:48:52,16:04:43,90,
10:41:29,Unknown,72,Product
10:09:12,16:22:11,34,
,18:41:44,79,Accounting
08:40:07,18:14:23,63,Unknown
08:39:16,Unknown,64,Logistics
Unknown,18:12:45,70,Marketing
08:54:51,18:06:39,44,Accounting
09:28:43,,cfasew,Finance
,18:42:13,,
,16:04:06,57,Finance
09:39:12,17:22:16,72,Sales
,17:16:49,74,Sales
08:42:42,17:17:38,85,Marketing
08:10:43,17:14:17,38,Sales
,16:50:48,37,Sales
10:40:07,17:44:28,80,
08:29:05,17:40:25,83,Finance
10:49:27,Unknown,77,Data
10:10:07,17:17:19,45,Unknown
09:07:18,17:19:37,,Unknown
10:51:35,18:11:45,64,Finance
Unknown,,78,Finance
09:47:48,16:46:30,85,IT
Unknown,,89,Unknown
Unknown,18:28:44,,Marketing
08:22:44,Unknown,,Accounting
Unknown,,80,Logistics
10:06:39,Unknown,58,Unknown
Unknown,16:15:47,,IT
Unknown,,cfasew,Unknown
,18:45:01,,Product
,16:33:18,82,Data
08:21:54,16:08:48,74,Marketing
Unknown,Unknown,88,
,17:15:19,55,Finance
09:27:39,18:00:59,cfasew,
,16:42:57,31,Data
09:52:57,16:22:16,cfasew,Marketing
09:13:52,18:56:41,60,
10:35:03,16:46:58,32,
10:41:38,16:50:33,cfasew,IT
,18:46:09,cfasew,Logistics
09:22:45,17:42:53,cfasew,Marketing
Unknown,16:54:48,cfasew,Unknown
Unknown,18:51:34,85,Product
10:03:34,17:36:24,69,Unknown
08:53:47,17:30:15,55,Unknown
Unknown,16:57:31,52,Accounting
08:09:35,18:37:58,65,
08:27:20,18:06:45,30,Unknown
08:31:02,,,Sales
Unknown,,cfasew,Data
09:20:40,Unknown,cfasew,Unknown
10:41:50,,73,Data
09:49:12,18:05:09,79,Logistics
10:35:17,17:07:48,33,Finance
09:32:07,16:24:23,53,
Unknown,17:23:45,,Logistics
Unknown,18:52:33,cfasew,Marketing
09:19:41,16:42:46,46,Accounting
08:04:58,Unknown,cfasew,Finance
08:33:00,,44,
08:59:15,16:58:10,cfasew,Finance
09:24:24,18:41:53,54,Product
10:21:46,18:23:07,cfasew,Marketing
08:16:20,18:10:03,77,Unknown
10:39:41,Unknown,,Logistics
Unknown,17:54:59,68,Unknown
08:37:19,16:19:31,cfasew,Accounting
,,69,Sales
,Unknown,81,Accounting
09:20:05,16:15:36,,Unknown
,18:23:24,84,Logistics
,,,
10:40:08,Unknown,cfasew,Accounting
Unknown,16:35:59,80,Data
,Unknown,58,Unknown
08:28:23,17:20:04,51,
,Unknown,54,Unknown
,Unknown,cfasew,Product
Unknown,18:46:36,,Logistics
08:43:22,17:40:33,,IT
Unknown,18:51:26,cfasew,Product
,17:54:34,57,Sales
Unknown,Unknown,63,
08:25:44,17:36:44,,
,Unknown,cfasew,Marketing
,,56,Accounting
08:48:11,18:11:39,76,Logistics
,18:10:38,69,Unknown
08:19:48,,,Finance
Unknown,17:34:19,,Accounting
Unknown,16:12:50,cfasew,Unknown
09:11:51,Unknown,75,Marketing
Unknown,,88,Finance
,Unknown,43,
09:18:37,,cfasew,Sales
,Unknown,39,Marketing
,Unknown,,Finance
09:36:55,16:56:00,,Unknown
Unknown,16:32:57,cfasew,Finance
10:37:50,,77,Product
Unknown,Unknown,86,
09:30:42,Unknown,50,Product
,17:11:33,63,Unknown
10:04:47,,57,Finance
Unknown,16:03:40,cfasew,Marketing
Unknown,Unknown,75,
10:44:13,17:03:45,cfasew,
08:30:38,18:04:59,cfasew,Data
10:55:05,17:07:22,38,
08:06:49,18:04:43,49,Logistics
10:32:46,Unknown,34,Unknown
10:02:50,16:55:01,88,IT
10:57:47,Unknown,,Product
10:57:54,,63,Unknown
10:51:10,16:18:36,cfasew,IT
09:56:03,,49,Unknown
10:04:58,Unknown,74,
,18:07:53,86,
Unknown,17:19:26,70,Finance
Unknown,16:45:23,,Product
10:07:45,Unknown,87,Logistics
09:54:26,17:39:52,57,IT
09:25:39,17:56:59,,Product
Unknown,,76,Unknown
Unknown,17:34:36,59,Unknown
09:03:56,17:15:54,53,Unknown
,Unknown,cfasew,
Unknown,Unknown,47,Finance
,16:12:52,80,Logistics
09:18:42,Unknown,57,Product
10:10:54,Unknown,73,
,17:07:05,41,Logistics
09:46:27,Unknown,73,Sales
09:02:52,Unknown,cfasew,
Unknown,18:40:53,86,Logistics
,,cfasew,Data
,16:19:27,48,Data
10:03:23,,67,Logistics
10:35:44,17:31:05,36,Marketing
Unknown,18:39:05,61,Unknown
Unknown,18:07:26,90,Marketing
10:30:29,17:55:19,cfasew,Sales
09:22:34,17:55:10,54,
09:24:05,17:17:19,cfasew,
,18:50:51,57,Unknown
,16:03:35,74,Unknown
09:15:57,18:15:23,,Product
08:21:25,17:10:04,45,Unknown
10:24:46,,88,Unknown
08:19:44,,53,Unknown
Unknown,,48,Finance
10:33:18,Unknown,64,Product
08:15:43,,,Unknown
,17:44:46,cfasew,Data
08:30:44,18:06:21,,Product
,Unknown,84,Marketing
Unknown,Unknown,,Unknown
08:31:36,18:52:34,cfasew,Product
09:11:19,Unknown,cfasew,
10:33:22,16:34:05,33,Product
,17:21:32,,IT
,Unknown,,Logistics
08:07:33,16:40:27,37,Data
,16:29:07,76,IT
09:30:47,Unknown,51,Product
,16:45:40,,Sales
,17:55:58,cfasew,Unknown
Unknown,16:54:17,78,Sales
,18:20:32,43,Product
08:14:40,18:40:36,,
Unknown,Unknown,,Data
Unknown,,66,Unknown
10:05:58,18:40:11,cfasew,Unknown
08:45:25,Unknown,79,Data
Unknown,,cfasew,Sales
09:41:32,16:53:38,70,Unknown
08:09:37,Unknown,,
10:42:55,,64,Logistics
Unknown,17:28:36,cfasew,
Unknown,17:33:15,,Product
09:57:52,Unknown,51,IT
10:55:43,17:41:36,72,Unknown
Unknown,16:01:13,cfasew,Unknown
,Unknown,,Product
09:05:19,Unknown,52,Unknown
,,cfasew,Logistics
08:24:21,17:10:44,60,Accounting
10:30:41,18:52:54,86,
08:47:30,17:30:06,54,Unknown
Unknown,16:10:12,81,Accounting
08:24:47,,cfasew,Data
08:10:23,16:39:30,71,Finance
Unknown,16:45:05,53,Unknown
Unknown,Unknown,63,Accounting
10:18:40,18:41:22,,Unknown
10:02:34,18:53:36,cfasew,Sales
10:10:08,17:58:36,,Logistics
10:26:07,Unknown,84,Sales
08:25:51,16:52:44,85,Finance
Unknown,,87,IT
,18:50:37,66,Marketing
,16:52:33,85,Unknown
,16:08:38,34,Unknown
,18:53:41,56,Sales
10:42:08,16:40:41,66,Product
08:11:09,16:37:39,,Product
09:28:04,,,
,18:09:27,56,Unknown
Unknown,17:58:20,34,Data
10:01:00,18:24:26,44,Unknown
10:17:13,Unknown,61,IT
,Unknown,85,Sales
09:04:40,16:18:50,,Sales
09:18:22,Unknown,53,Logistics
09:33:31,Unknown,,Finance
10:45:38,Unknown,66,Marketing
10:57:32,16:50:37,cfasew,Accounting
08:34:15,16:01:11,40,Marketing
Unknown,18:41:24,40,
10:16:10,17:07:02,,
08:09:11,,cfasew,Finance
09:54:27,17:21:54,33,Sales
09:55:47,17:16:19,75,
08:18:28,16:37:55,61,Accounting
10:22:26,16:27:04,32,Unknown
10:36:36,Unknown,82,Product
08:25:43,18:33:21,,Unknown
10:56:32,17:53:06,43,Accounting
Unknown,17:54:17,36,Sales
08:31:57,16:08:35,86,Sales
Unknown,18:47:39,,Unknown
09:26:00,16:46:07,90,
09:23:42,18:40:56,cfasew,Marketing
Unknown,,cfasew,Marketing
Unknown,18:21:23,cfasew,Sales
08:00:55,16:52:53,70,Marketing
,Unknown,82,Unknown
09:17:27,Unknown,52,Logistics
10:03:24,16:16:23,78,Sales
09:29:53,16:18:51,63,Accounting
08:45:34,17:51:36,61,Marketing
08:51:34,16:49:51,67,Marketing
10:28:58,17:32:46,53,Unknown
Unknown,18:05:44,57,Logistics
08:38:25,Unknown,66,Unknown
,Unknown,89,Product
10:38:07,17:33:27,cfasew,Logistics
,Unknown,,Product
09:14:03,17:28:49,90,Finance
10:28:24,17:05:38,cfasew,Data
Unknown,16:19:37,63,Unknown
Unknown,16:51:06,,Marketing
10:04:13,,35,Data
,,31,
08:06:47,18:11:53,36,Data
09:16:26,16:19:57,82,IT
09:44:28,18:18:52,46,IT
Unknown,Unknown,58,Finance
08:24:03,Unknown,cfasew,Product
Unknown,18:12:11,68,Unknown
09:47:24,Unknown,56,Data
09:25:36,17:03:16,65,Logistics
Unknown,18:10:27,,Product
Unknown,,cfasew,Finance
09:07:53,16:02:01,75,Sales
08:57:24,17:44:53,,Sales
08:06:26,16:09:45,86,Product
09:12:53,18:19:43,,Marketing
08:31:50,16:22:12,56,
08:15:50,17:51:57,38,Finance
10:35:10,,cfasew,Finance
,17:24:13,67,Marketing
10:10:43,18:52:41,45,Unknown
10:39:09,17:20:46,60,Product
Unknown,,64,Product
Unknown,17:25:44,cfasew,Finance
Unknown,16:26:21,74,Unknown
Unknown,16:07:55,63,Product
Unknown,16:33:13,87,Product
,Unknown,43,Unknown
Unknown,16:42:55,,Data
10:22:57,17:06:31,49,Unknown
09:08:53,17:08:29,33,Sales
10:41:06,16:22:57,cfasew,Accounting
10:09:58,,47,Sales
08:12:10,18:18:48,cfasew,Finance
08:43:51,17:49:04,71,Accounting
09:33:09,,cfasew,
08:03:20,16:50:18,,
,18:13:06,42,Unknown
08:07:00,17:28:45,cfasew,
08:45:16,18:04:18,56,Accounting
08:47:15,18:30:59,59,Marketing
Unknown,,46,Unknown
08:50:17,,cfasew,Finance
09:39:10,Unknown,cfasew,Product
Unknown,,cfasew,Logistics
08:23:32,16:54:21,81,
08:36:03,16:53:53,,Accounting
09:25:02,Unknown,cfasew,Unknown
08:27:57,,,Product
09:06:20,16:35:40,cfasew,Data
08:17:00,18:39:30,39,Unknown
,17:01:36,,Product
10:49:09,18:19:26,39,
Unknown,18:02:21,86,Accounting
10:45:04,16:17:09,53,
09:01:45,17:48:38,89,Unknown
08:00:21,18:49:33,57,Unknown
,16:28:55,78,Data
10:48:06,,60,
Unknown,Unknown,72,Data
08:39:18,16:11:45,55,Accounting
,Unknown,65,Unknown
09:47:05,18:33:55,cfasew,Logistics
08:46:58,16:51:41,41,
10:51:20,18:56:32,53,Sales
Unknown,18:51:13,cfasew,Data
10:36:45,Unknown,68,Unknown
08:30:21,Unknown,45,Sales
09:52:04,17:41:41,69,
09:49:29,18:25:30,cfasew,Logistics
08:49:02,Unknown,69,Accounting
Unknown,Unknown,80,Data
,18:32:35,cfasew,Accounting
09:17:02,16:22:08,75,Unknown
Unknown,17:03:30,49,Unknown
08:50:13,,37,Unknown
,17:27:08,,Finance
09:43:00,17:41:40,,Data
09:22:49,,cfasew,Unknown
09:51:02,17:37:05,cfasew,Sales
08:25:21,17:24:53,48,Unknown
08:25:09,,cfasew,Accounting
Unknown,Unknown,cfasew,Marketing
Unknown,17:33:52,36,Logistics
09:47:56,16:22:12,45,
09:09:59,18:00:58,,Sales
10:12:02,17:33:52,58,Data
10:14:24,16:01:23,44,
,,cfasew,
Unknown,18:57:17,72,Sales
08:04:25,16:59:54,30,Finance
Unknown,Unknown,90,IT
10:38:52,18:29:54,cfasew,Unknown
10:00:53,16:23:37,,Finance
09:34:18,18:25:31,cfasew,Sales
09:12:52,17:21:27,81,Finance
,18:55:04,31,Logistics
10:21:13,17:29:33,76,Marketing
10:55:27,18:02:04,36,Sales
,Unknown,cfasew,Data
Unknown,,88,Data
Unknown,,cfasew,Logistics
08:59:36,17:42:29,,
08:02:19,16:26:32,80,Unknown
09:56:36,,73,IT
Unknown,18:18:32,80,Accounting
,17:53:35,cfasew,Accounting
Unknown,Unknown,,Finance
09:30:41,16:25:41,33,
08:06:40,Unknown,50,Sales
,16:15:58,75,Finance
08:20:54,17:59:41,cfasew,Accounting
Unknown,18:38:04,cfasew,Marketing
10:17:26,17:51:28,,Marketing
Unknown,18:22:44,cfasew,Accounting
10:34:12,17:52:25,33,Data
10:25:11,17:27:34,,Data
08:59:49,,78,Marketing
,,55,Unknown
Unknown,17:41:05,,Accounting
Unknown,,43,Unknown
08:44:59,17:07:29,58,Unknown
08:08:06,18:29:21,52,Sales
,16:01:31,79,Product
10:29:05,17:34:12,43,Unknown
08:21:10,16:05:10,67,Logistics
09:56:14,18:39:00,42,Unknown
Unknown,16:18:27,cfasew,IT
08:50:13,18:02:07,51,Unknown
09:28:13,16:20:44,cfasew,Unknown
10:26:14,16:02:30,56,Finance
10:04:35,Unknown,cfasew,Sales
10:43:37,17:06:37,cfasew,Sales
08:01:30,18:54:44,76,IT
08:31:44,18:41:04,cfasew,
08:01:18,16:49:30,71,Accounting
10:07:20,16:39:56,,Marketing
10:10:06,16:35:01,,IT
Unknown,16:32:46,60,Accounting
08:39:12,Unknown,61,IT
09:05:03,18:01:00,,Marketing
10:55:31,16:20:48,cfasew,IT
10:58:37,16:07:21,,
08:32:46,,43,
09:23:03,18:51:35,73,Marketing
10:26:50,,32,Sales
Unknown,17:17:32,76,
Unknown,16:59:38,76,Finance
08:20:37,Unknown,72,Accounting
08:57:53,17:07:42,cfasew,Marketing
10:55:37,,,Logistics
,18:34:02,35,Logistics
09:47:40,,,Unknown
,18:21:22,35,
Unknown,16:00:20,56,Sales
08:50:55,16:13:39,73,Unknown
Unknown,17:11:01,cfasew,Unknown
09:42:22,,55,
Unknown,17:42:06,cfasew,
09:05:20,17:38:04,69,Unknown
09:43:50,18:02:26,,Sales
08:54:46,18:29:45,51,Product
10:18:05,16:10:00,,Data
Unknown,Unknown,,Unknown
Unknown,Unknown,37,
08:14:01,17:32:07,cfasew,Unknown
Unknown,18:47:50,cfasew,Sales
,Unknown,34,
08:32:11,16:06:29,cfasew,IT
08:17:54,18:49:05,49,Logistics
Unknown,Unknown,90,Unknown
09:23:22,16:35:28,cfasew,Finance
10:26:04,16:09:33,,Marketing
,Unknown,49,IT
08:43:13,17:13:03,73,Unknown
Unknown,,,Unknown
,,cfasew,
08:52:20,Unknown,,
10:47:31,18:21:09,82,Logistics
10:17:30,Unknown,35,Finance
,,30,Sales
,17:36:00,79,Unknown
09:42:44,16:38:57,67,Finance
08:09:06,,,Finance
10:11:38,17:50:25,39,Data
Unknown,Unknown,34,
09:23:52,18:42:03,cfasew,
09:41:31,18:08:05,,Marketing
,Unknown,30,Sales
,Unknown,72,Sales
08:42:35,,78,Sales
08:16:42,16:41:52,cfasew,IT
09:25:27,Unknown,51,IT
08:29:17,16:21:10,,Data
08:05:22,18:56:24,69,Sales
,16:00:09,cfasew,Unknown
08:11:58,17:55:55,50,IT
09:43:48,18:02:14,cfasew,Finance
10:20:31,17:44:05,30,Unknown
10:37:33,16:56:36,,Sales
Unknown,Unknown,36,Sales
,,84,Unknown
09:43:27,16:11:32,cfasew,Unknown
Unknown,16:38:12,51,Unknown
08:31:29,16:00:44,,Finance
Unknown,,49,Finance
Unknown,16:57:34,cfasew,IT
Unknown,17:08:01,52,Unknown
09:22:03,18:52:15,cfasew,Marketing
10:12:31,Unknown,45,
10:19:19,18:29:36,cfasew,Accounting
08:03:33,Unknown,,Finance
08:34:41,17:47:02,59,Data
08:31:50,Unknown,cfasew,Unknown
10:27:51,17:28:46,74,Product
09:50:54,Unknown,76,Finance
,16:37:19,56,Data
,16:56:39,45,Unknown
Unknown,16:19:26,89,IT
08:55:52,18:33:24,56,Product
,16:14:39,81,Product
Unknown,16:37:04,77,IT
,17:11:29,,Finance
Unknown,16:33:06,cfasew,Marketing
09:33:34,18:50:51,55,Sales
,18:26:01,cfasew,
09:44:39,17:32:47,49,IT
10:33:49,18:37:47,37,
09:30:00,18:52:15,44,
10:32:12,17:25:38,,
10:17:07,Unknown,cfasew,Unknown
10:03:52,Unknown,80,Unknown
08:31:21,16:55:38,59,Unknown
Unknown,17:34:18,51,Accounting
10:15:47,Unknown,44,Product
08:47:16,18:44:40,,
09:55:27,18:23:47,69,Unknown
09:16:06,Unknown,,
08:06:49,Unknown,84,Finance
10:49:13,,59,IT
,17:24:54,34,Accounting
,17:54:40,,Sales
,,30,Sales
Unknown,16:19:02,68,Product
08:14:05,18:04:23,cfasew,
09:06:42,Unknown,68,
Unknown,Unknown,43,Accounting
08:55:02,,74,Unknown
10:52:21,16:25:22,,Logistics
08:04:45,Unknown,67,Logistics
Unknown,17:24:21,,Finance
Unknown,18:44:22,82,IT
10:17:16,Unknown,85,Unknown
Unknown,Unknown,76,Data
09:16:23,Unknown,cfasew,IT
Unknown,18:37:18,75,
,Unknown,cfasew,Marketing
09:49:15,Unknown,cfasew,Unknown
10:06:36,16:34:23,cfasew,Product
08:29:32,Unknown,,Unknown
Unknown,Unknown,49,Data
09:17:33,17:02:33,65,Data
Unknown,18:55:48,37,Sales
09:58:04,18:50:44,cfasew,Logistics
,Unknown,43,Marketing
,18:13:30,48,Finance
Unknown,17:59:53,61,Marketing
,17:29:07,86,Finance
08:09:54,17:31:39,79,IT
08:06:42,16:39:31,47,
,18:05:11,67,Marketing
,17:00:16,84,Unknown
08:59:43,Unknown,57,Sales
Unknown,,58,Unknown
Unknown,18:31:26,,Marketing
09:47:00,16:31:28,38,Logistics
10:46:03,18:52:18,35,Sales
,17:16:05,,IT
10:13:20,,55,Marketing
08:55:09,Unknown,74,Unknown
08:33:49,,cfasew,Accounting
09:01:10,17:38:03,70,Marketing
08:05:57,18:56:41,81,Logistics
Unknown,17:57:29,53,Finance
08:11:24,18:28:02,cfasew,
09:59:20,Unknown,48,Sales
09:13:00,Unknown,cfasew,Sales
09:45:07,,69,Unknown
09:09:17,18:08:02,81,Product
10:39:38,Unknown,86,
Unknown,17:47:49,74,Logistics
09:33:34,18:44:49,80,Unknown
09:27:25,Unknown,86,Unknown
10:55:41,Unknown,70,Data
08:24:52,,,Unknown
,18:34:19,49,
10:43:33,18:38:28,,Accounting
Unknown,16:15:01,37,Logistics
08:16:28,17:50:40,86,Data
,Unknown,62,
Unknown,17:44:10,75,Logistics
09:33:04,,,IT
,18:05:26,90,Sales
,16:35:42,,Data
Unknown,18:47:46,,Marketing
09:44:32,16:32:29,88,
Unknown,18:03:15,75,Marketing
08:49:47,,cfasew,Accounting
,17:19:44,74,Unknown
08:53:12,17:46:26,42,Accounting
08:22:58,,cfasew,IT
Unknown,16:01:01,cfasew,Sales
,16:41:24,71,IT
Unknown,Unknown,44,Unknown
Unknown,Unknown,cfasew,Finance
10:58:11,16:13:59,,Unknown
10:22:19,17:39:18,cfasew,Unknown
10:59:59,17:15:22,82,Product
Unknown,16:24:12,66,Unknown
08:48:13,17:45:49,66,Logistics
Unknown,16:52:12,,
Unknown,Unknown,84,Sales
09:51:23,17:54:35,34,
Unknown,,36,Data
Unknown,18:59:33,,IT
09:52:36,16:16:00,77,IT
08:15:39,,64,Logistics
10:02:20,18:58:25,,Unknown
Unknown,18:45:38,86,Unknown
09:39:32,17:45:44,78,
10:31:52,Unknown,70,IT
Unknown,17:52:14,89,Unknown
Unknown,17:37:05,48,Unknown
,17:38:03,89,Accounting
09:38:19,17:27:38,43,
Unknown,16:03:53,cfasew,Unknown
,,47,
09:39:07,16:41:32,cfasew,Sales
Unknown,18:43:29,79,IT
Unknown,,,Data
,Unknown,cfasew,
10:57:10,16:02:44,cfasew,Sales
,,82,Data
08:20:56,,79,Accounting
09:08:53,Unknown,cfasew,Product
08:54:02,17:49:44,cfasew,Product
10:11:29,18:10:00,59,Unknown
08:37:10,16:05:57,83,
08:04:19,,cfasew,Accounting
09:29:42,16:51:28,82,Data
,16:58:22,cfasew,Data
09:36:15,18:49:57,cfasew,
Unknown,Unknown,76,Logistics
09:49:07,,45,Finance
10:31:34,18:13:47,60,
10:02:43,18:02:57,77,Marketing
Unknown,17:34:37,51,IT
08:00:45,18:27:58,35,Accounting
,16:32:36,34,Unknown
Unknown,Unknown,,Accounting
,Unknown,cfasew,Unknown
10:12:39,16:41:42,,Unknown
08:44:20,,cfasew,
08:32:28,17:27:08,cfasew,IT
,,47,
,,47,
10:52:39,,66,Product
10:23:48,16:45:07,67,Unknown
10:30:46,,34,Logistics
09:22:36,18:22:48,,Logistics
08:51:04,Unknown,35,
10:16:52,Unknown,57,Data
10:47:57,Unknown,73,IT
10:17:02,Unknown,58,Unknown
10:15:39,Unknown,74,Data
09:20:30,16:48:45,60,Data
,17:50:12,54,Sales
08:17:14,17:39:20,60,Unknown
09:59:29,17:40:58,72,Sales
Unknown,16:37:35,cfasew,Data
08:32:54,16:03:41,40,Logistics
,,cfasew,Product
Unknown,18:40:35,39,Unknown
08:04:41,16:34:10,cfasew,Sales
08:39:36,17:36:19,cfasew,
10:53:54,16:50:51,,Logistics
10:17:46,18:55:50,86,Accounting
Unknown,16:48:52,,Unknown
,17:03:41,79,
Unknown,16:58:58,45,
08:27:12,18:01:46,55,Finance
09:27:56,16:27:34,,Marketing
Unknown,17:16:48,,Finance
09:23:32,,,Unknown
,18:59:17,89,
,,cfasew,IT
,16:39:01,,Unknown
09:26:07,Unknown,61,Unknown
,18:37:31,39,Unknown
08:45:02,17:50:27,46,Unknown
10:10:56,17:11:58,cfasew,Logistics
Unknown,18:34:40,37,
10:19:19,16:52:49,87,Accounting
09:02:03,16:08:55,,Accounting
08:04:43,,,Product
08:36:53,,77,IT
10:53:18,16:06:51,71,Accounting
Unknown,16:58:33,73,
08:55:50,,cfasew,Unknown
Unknown,Unknown,89,Product
Unknown,16:33:50,,Finance
,Unknown,60,Unknown
,17:31:00,41,Unknown
10:46:50,16:17:03,,Sales
09:25:00,,,Unknown
10:41:32,17:40:46,54,
08:41:48,Unknown,34,Data
Unknown,17:16:09,cfasew,Unknown
09:00:21,17:50:38,46,
10:40:02,16:45:38,76,Unknown
10:08:31,,36,Finance
08:56:22,16:33:39,cfasew,Logistics
08:31:13,Unknown,81,Product
09:26:18,16:03:55,cfasew,Sales
08:24:29,16:54:52,cfasew,
08:07:14,16:41:43,44,
08:08:55,16:33:20,51,Sales
,16:38:15,cfasew,Finance
09:47:53,17:31:49,70,Unknown
10:23:22,Unknown,90,Unknown
08:47:02,16:45:38,30,Sales
,Unknown,,Product
,16:34:27,73,Sales
10:04:19,,,Logistics
08:22:25,17:59:51,,Finance
09:15:28,16:13:57,38,
10:12:45,,70,
,16:49:50,cfasew,Logistics
08:35:10,Unknown,34,Data
,,cfasew,Unknown
08:43:33,16:59:35,,Unknown
09:38:37,Unknown,cfasew,Sales
08:28:08,16:24:54,cfasew,Accounting
10:34:35,17:05:40,,Unknown
,Unknown,85,Marketing
08:42:38,18:33:09,cfasew,Unknown
Unknown,18:12:52,76,Unknown
Unknown,17:42:55,70,Sales
09:47:50,,58,Marketing
Unknown,18:03:52,,IT
,Unknown,89,IT
09:43:35,17:16:17,,Logistics
,,,IT
08:05:11,Unknown,cfasew,Marketing
10:50:24,17:56:57,43,Sales
09:44:40,,70,Unknown
08:27:12,16:47:38,70,Accounting
Unknown,17:06:18,cfasew,Accounting
,,,Unknown
Unknown,17:31:11,31,Unknown
Unknown,17:56:46,78,Sales
,,cfasew,Unknown
08:01:50,,37,Sales
09:53:40,Unknown,,Finance
09:28:18,Unknown,cfasew,Sales
09:05:33,16:04:07,61,IT
09:11:37,18:52:53,59,Unknown
08:22:39,,35,Marketing
10:09:55,16:09:44,78,Marketing
10:09:30,18:45:34,58,
08:47:31,18:26:03,cfasew,Data
10:46:16,17:24:34,75,Sales
08:05:50,16:08:56,53,Marketing
09:44:48,Unknown,72,Finance
10:39:54,Unknown,68,Finance
,18:50:41,43,Accounting
Unknown,Unknown,31,Accounting
10:18:22,17:52:33,cfasew,Data
,Unknown,cfasew,
10:32:36,Unknown,44,Data
10:50:59,16:23:25,75,Product
,17:31:23,37,Accounting
,Unknown,39,Product
,16:18:03,cfasew,Unknown
Unknown,16:05:32,cfasew,Finance
,18:17:41,80,Unknown
08:48:50,Unknown,50,Finance
09:13:32,18:46:48,,Sales
08:52:27,16:43:01,cfasew,Unknown
,,31,IT
,16:35:56,cfasew,
,,cfasew,Marketing
09:50:21,16:55:31,cfasew,Data
Unknown,17:50:00,,Sales
,17:18:56,85,Product
10:53:56,17:28:07,63,
09:40:49,,53,Sales
09:16:13,18:16:21,cfasew,IT
10:29:40,,cfasew,IT
08:02:56,16:16:04,87,
08:00:57,18:32:07,55,Logistics
,16:57:16,44,Finance
Unknown,18:08:21,66,
,17:28:09,33,
10:54:09,16:11:58,56,Accounting
Unknown,18:57:48,53,Unknown
08:28:43,16:08:50,68,IT
08:02:35,,36,Logistics
08:22:12,18:50:32,51,Unknown
Unknown,17:02:16,47,Finance
09:29:27,16:23:07,34,
10:45:15,18:39:33,70,Unknown
,16:55:43,34,Logistics
Unknown,18:03:07,cfasew,Marketing
10:33:32,,cfasew,Accounting
09:44:36,17:22:20,59,IT
09:59:53,16:17:35,46,Accounting
08:28:05,18:19:25,78,Product
Unknown,17:06:26,57,Data
,18:16:30,cfasew,Finance
09:58:11,17:36:08,cfasew,Unknown
,17:32:25,70,IT
,17:30:24,63,
10:45:04,Unknown,45,Finance
Unknown,16:27:25,80,Finance
09:23:24,17:44:13,79,Unknown
,18:26:05,,Data
08:22:58,16:57:14,66,Sales
10:35:37,18:33:49,cfasew,IT
08:04:11,17:24:26,40,Unknown
08:00:47,17:13:11,72,Marketing
10:11:48,17:52:59,31,Data
Unknown,18:54:40,cfasew,Marketing
,18:11:24,76,Marketing
08:35:30,17:06:14,86,Unknown
09:43:01,,cfasew,Data
08:31:03,17:02:33,cfasew,Sales
Unknown,18:49:27,58,
,Unknown,,Marketing
08:42:06,16:44:53,,
09:40:58,17:58:16,cfasew,Data
Unknown,16:33:00,36,Marketing
10:26:54,,82,IT
09:31:14,17:49:03,cfasew,Data
10:10:04,Unknown,,
08:56:41,17:13:29,36,Accounting
,Unknown,59,IT
,17:46:04,,Logistics
,,87,Unknown
10:48:34,,79,IT
08:02:15,,33,Data
,16:27:46,83,Data
08:18:18,,cfasew,Product
10:55:42,,64,Sales
Unknown,16:57:45,69,
10:26:36,16:36:41,71,Data
,,79,Marketing
08:04:26,18:30:02,68,Product
Unknown,,60,Finance
09:19:32,17:57:58,31,
09:28:50,17:26:48,cfasew,Sales
10:41:30,,43,Finance
,Unknown,40,Marketing
,Unknown,53,Sales
08:54:12,,31,Unknown
Unknown,,cfasew,Accounting
08:32:44,Unknown,45,
09:05:52,,cfasew,Logistics
,18:51:30,50,IT
08:53:30,17:36:43,,
Unknown,16:43:49,,Logistics
08:51:54,18:44:28,cfasew,Data
Unknown,Unknown,cfasew,
10:38:26,17:23:32,64,Finance
Unknown,Unknown,cfasew,Accounting
Unknown,Unknown,55,Sales
10:03:59,17:33:04,54,Data
Unknown,,32,Marketing
08:46:54,18:01:28,58,
09:36:03,17:00:16,65,
09:43:44,18:10:25,38,Unknown
,Unknown,40,Marketing
09:27:16,,46,
Unknown,17:01:14,87,
10:25:10,17:50:51,66,Unknown
08:40:26,18:12:00,31,
,Unknown,40,Unknown
08:42:37,16:38:27,,Product
09:19:28,16:51:47,79,Accounting
09:23:48,,cfasew,Finance
09:40:26,16:59:53,42,Sales
Unknown,,cfasew,Unknown
08:57:29,17:47:01,cfasew,IT
Unknown,16:39:48,36,Accounting
08:09:46,,53,
09:25:50,16:28:52,70,Unknown
09:04:18,16:11:56,,
09:45:36,,87,Logistics
10:01:00,17:46:04,86,
10:02:15,16:19:37,cfasew,Product
Unknown,17:48:05,52,Marketing
09:43:26,17:39:07,cfasew,Accounting
10:33:57,17:19:10,70,Finance
Unknown,18:43:05,71,Finance
10:47:26,Unknown,49,Data
09:57:19,18:23:14,69,Logistics
Unknown,18:22:31,35,Sales
08:39:58,17:30:42,49,
10:31:11,,79,Logistics
